id,name,slug,type,category,area,description,detailedDescription,customHtml,image1,image1Desc,image1FileId,image2,image2Desc,image2FileId,image3,image3Desc,image3FileId,website,phone,address,authorName,publishedDate,modifiedDate,directionsLink,videoLink,document1,document1Name,document2,document2Name,accordionPanel1Title,accordionPanel1Content,accordionPanel2Title,accordionPanel2Content,accordionPanel3Title,accordionPanel3Content,accordionPanel4Title,accordionPanel4Content,amenities,featured,googleMapsUrl,private
148,Seamans' Orchard,seamans-orchard,Farms & Orchards,experience,Roseland,"Nestled at the foot of the Blue Ridge Mountains, Seamans' Orchard is a fourth generation farm. The farm grows the finest apples, blueberries, cherries, and strawberries mother nature will allow.","Nestled at the foot of the Blue Ridge Mountains, Seamans’ Orchard is a fourth-generation farm. The farm grows the finest apples, blueberries, cherries, and strawberries that Mother Nature will allow.

Pick-your-own or pre-picked strawberries are available upon request beginning in May, followed by pick-your-own cherries and blueberries in June. In the fall, enjoy pick-your-own apples on select weekends. Please note that no pets are allowed, only service dogs.",,https://ik.imagekit.io/OE/nelson-county/listings/seamans-orchard-image1__NNqdOH0h,"Cherries, blueberries, strawberries in clear containers on a wooden table.",,,,,,,,,(434) 277-8130,"415 Dark Hollow Road, Roseland, VA",josh,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=415%20Dark%20Hollow%20Road%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Farm; Market; Scenic Views; Family Friendly,false,https://www.google.com/maps/dir/?api=1&destination=415%20Dark%20Hollow%20Road%2C%20Roseland%2C%20VA%2022967,false
149,Silver Creek and Seamans' Orchards,silver-creek-and-seamans-orchards,Farms & Orchards,experience,Roseland,"The packing shed offers Empire, Gala, Jonathan, Red and Golden Delicious, York, Winesap, Red Rome, Stayman, Pippin, Jonagold and Pink Lady apples. Silver Creek & Seamans' Orchards packing shed selling heirloom apple varieties plus cider, apple butter, honey, and pumpkins.","The packing shed offers a variety of apples including Empire, Gala, Jonathan, Red and Golden Delicious, York, Winesap, Red Rome, Stayman, Pippin, Jonagold, and Pink Lady. In addition to apples, we also provide apple butter, cider, honey, jellies, and pumpkins.

Check the event calendar for information on festivals and “Pick Your Own” days!",,https://ik.imagekit.io/OE/nelson-county/listings/silver-creek-and-seamans-orchards-image1_pv2iDWEdx,Crates of colorful apples displayed inside a rustic market setting.,,,,,,,,,(434) 277-5824,"5529 Crabtree Falls Highway in Tyro, VA",josh,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=5529%20Crabtree%20Falls%20Highway%2C%20Tyro%2C%20VA%2022976,,,,,,,,,,,,,,Cider; Local Ingredients; Events; Farm; Tastings,false,https://www.google.com/maps/dir/?api=1&destination=5529%20Crabtree%20Falls%20Highway%2C%20Tyro%2C%20VA%2022976,false
150,Silver Creek Orchards,silver-creek-orchards,Farms & Orchards,experience,Tyro,"Silver Creek Orchards is a seventh generation family owned farm that offers over 20 varieties of apples, as well as wine grapes and beef cattle. Seventh-generation Silver Creek Orchards opens for pick-your-own apples on select weekends with more than 20 varieties and scenic mountain views.",,,https://ik.imagekit.io/OE/nelson-county/listings/silver-creek-orchards-image1_jTNIexbgs,"Crates filled with red apples in sunlight, stacked outdoors.",,,,,,,,,(434) 277-5865,"3679 Pharsalia Road, Tyro, VA 22976",josh,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=3679%20Pharsalia%20Road%2C%20Tyro%2C%20VA%2022976,,,,,,,,,,,,,,Farm; Family Friendly; Scenic Views; Events,false,https://www.google.com/maps/dir/?api=1&destination=3679%20Pharsalia%20Road%2C%20Tyro%2C%20VA%2022976,false
151,Silver Fox Lavender Farm,silver-fox-lavender-farm,Farms & Orchards,experience,Nellysford,"Our annual Lavender Festival will be held in June when our lavender field is in full bloom! Silver Fox Lavender Farm hosts June lavender festival weekends, farm workshops, yoga, and a barn venue for micro weddings and events.","Silver Fox Lavender Farm offers a delightful selection of lavender products, along with handmade wooden farm tables, mantles, and benches for your home and garden. Join us for our annual Lavender Festival in June, when our lavender field is in full bloom!

We also host Workshop Wednesdays, with hours posted per scheduled class, and offer yoga classes as well. Our charming Post & Beam Barn is the perfect venue for micro weddings, parties, and fun workshops!",,https://ik.imagekit.io/OE/nelson-county/listings/silver-fox-lavender-farm-image1_OhRtsVHYZ,Barn and field under cloudy sky with mountain in background.,,,,,,,,,(540) 903-2750,"877 Glenthorne Loop, Nellysford, VA 22958",josh,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=877%20Glenthorne%20Loop%2C%20Nellysford%2C%20VA%2022958,,,,,,,,,,,,,,Events; Farm; Retail,false,https://www.google.com/maps/dir/?api=1&destination=877%20Glenthorne%20Loop%2C%20Nellysford%2C%20VA%2022958,false
152,The Apple Shed,the-apple-shed,Farms & Orchards,experience,Lovingston,"Get fresh, local apples and pumpkins. Get fresh, local apples and pumpkins.","Get fresh, local apples and pumpkins, including Fuji, old-fashioned Winesap, Stamens, and many others. We also offer apple, pear, and plum butters, oysters, and grain-fed beef. Pre-cut Christmas trees are available after Thanksgiving.

For those looking for a unique venue, we host small intimate weddings in the Apple Chapel, officiated by a licensed marriage celebrant.",,https://ik.imagekit.io/OE/nelson-county/listings/the-apple-shed-image1_qF6IcNkNQ,"Red sign with white apple design, text reads 'The Apple Shed.'",,,,,,,,,(434) 263-8843,"14815 Thomas Nelson Highway, Lovingston, VA 22949",josh,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=14815%20Thomas%20Nelson%20Highway%2C%20Lovingston%2C%20VA%2022949,,,,,,,,,,,,,,Market; Seasonal Menu; Local Ingredients; Farm,false,https://www.google.com/maps/dir/?api=1&destination=14815%20Thomas%20Nelson%20Highway%2C%20Lovingston%2C%20VA%2022949,false
153,Tinkerland Farm,tinkerland-farm,Farms & Orchards,experience,Roseland,"Tinkerland Farm is a family farm located across the road from Bryant Ln on Rt 151 in Nelson County, Virginia.","Tinkerland Farm is a family farm located in Nelson County, Virginia. It is named after the late Tinker Bryant (Frank George Jr.), who lived nearby and served as the rural letter carrier out of Roseland post office for many years. He is survived by two of his daughters: Rebecca Moyer, who owns A Bryant Family Farm, and Sarah Loken, who owns Tinkerland Farm.

During this fall season, we are selling chestnuts at Tinkerland Farm from October 1st through early November. We accept payment in cash or check. Pre-picked chestnuts are available for $14.99 for a 2.5 lb bag, while pick-your-own chestnuts are priced at $2.50 per lb.",,https://ik.imagekit.io/OE/nelson-county/listings/tinkerland-farm-image1_GJCn3JIgk,Roasted chestnuts with golden interior on blue background.,,,,,,,,,(434) 277-3600,"Bryant Lane & Route 151, Roseland, VA 22967",josh,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=Bryant%20Lane%20%26%20Route%20151%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Farm; Seasonal Menu; Family Friendly; Local Ingredients,false,https://www.google.com/maps/dir/?api=1&destination=Bryant%20Lane%20%26%20Route%20151%2C%20Roseland%2C%20VA%2022967,false
154,Turnip the Beets Farm,turnip-the-beets-farm,Farms & Orchards,community,Gladstone,"Our small farm business is owned and operated by Shane and Beverly Spanninger. Turnip the Beets Farm grows chemical-free flowers and produce, offering CSA deliveries, farmers market booths, and event florals.","Our small farm business is owned and operated by Shane and Beverly Spanninger, a couple of lovebirds who turned their dreams of sustainable farming and living into reality. They have two wonderful young children and are happy to raise them surrounded by love, fields of flowers, and fresh food.

We grow an assortment of flowers and vegetables in an earth-friendly manner on our small 8-acre farm in Nelson County, Virginia. We pride ourselves on growing without any chemical fertilizers, pesticides, or herbicides. Our biodynamic practices protect the land and provide the highest quality food and flowers. We sell at the Nelson Farmers Market on Saturdays from 8 AM to noon and at the Lynchburg Community Market on Saturdays from 7 AM to 2 PM and Wednesdays from 10 AM to 2 PM. Additionally, we offer weekly doorstep flower deliveries in select neighborhoods and provide wholesale options for fresh cut flowers for events and produce for restaurants.",,https://ik.imagekit.io/OE/nelson-county/listings/turnip-the-beets-farm-image1_V-DMMdF30q,Assorted colorful tomatoes in blue cartons at a market.,,,,,,,,,(434) 944-9467,"110 Boltons Place, Gladstone, VA 24553",josh,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=110%20Boltons%20Place%2C%20Gladstone%2C%20VA%2024553,,,,,,,,,,,,,,Market; Events; Farm; Local Ingredients,false,https://www.google.com/maps/dir/?api=1&destination=110%20Boltons%20Place%2C%20Gladstone%2C%20VA%2024553,false
155,Virginia Chestnuts,virginia-chestnuts,Farms & Orchards,experience,Shipman,"We're providers of quality, Virginia-grown chestnuts, located in beautiful Nelson County. Our orchard is maturing and so is our production.",,,https://ik.imagekit.io/OE/nelson-county/listings/virginia-chestnuts-image1_ZMRjy4HK4,"Young trees in a grassy field, mountains in the background under blue sky.",,,,,,,,,(434) 277-3600,"5990 Wheeler Cove Road, Shipman, VA 22971",josh,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=5990%20Wheeler%20Cove%20Road%2C%20Shipman%2C%20VA%2022971,,,,,,,,,,,,,,Farm; Seasonal Menu; Family Friendly; Local Ingredients,false,https://www.google.com/maps/dir/?api=1&destination=5990%20Wheeler%20Cove%20Road%2C%20Shipman%2C%20VA%2022971,false
171,Mars Knob Farm,marsknob,Farms & Orchards,experience,Roseland,"Mars Knob Farm produces small-batch, chemical-free pantry goods and apothecary items from a historic Roseland homestead.","My husband and I bought my family farmhouse in 2009. It was built in the 1800s and sits on 200+ acres in Roseland, VA. We decided that we wanted to take things back to the way they used to be: natural, with no chemicals and limited ingredients.

We embrace the beauty of small-scale production, so each item is unique and made in small batches right in our home, ensuring a personal touch in everything we create.",,https://ik.imagekit.io/OE/nelson-county/listings/mars-knob-farm-image1_-aoc7JgX_,"Floral emblem with text 'MARS KNOB FARM, NATURE & BEAUTY' on beige background.",,,,,,,,,,"Roseland, VA 22967",WG,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Farm; Family Friendly; Local Ingredients,false,https://www.google.com/maps/dir/?api=1&destination=Roseland%2C%20VA%2022967,false
271,Eventide Farm,eventidefarm,Farms & Orchards,experience,Afton,"Eventide Farm operates a farm stand in Afton offering seasonal flowers, produce, baked goods, eggs, herbs, soaps, and candles. Eventide Farm operates a farm stand in Afton offering seasonal flowers, produce, baked goods, eggs, herbs, soaps, and candles.",,,https://ik.imagekit.io/OE/nelson-county/listings/eventide-farm-image1_UJELFrlDR,Family at pumpkin stand with holiday candles under white tent.,,,,,,,,,(540) 705-3244,"11254 Rockfish Valley Highway, Afton, VA 22920",WG,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=11254%20Rockfish%20Valley%20Highway%2C%20Afton%2C%20VA%2022920,,,,,,,,,,,,,,Farm; Market; Seasonal Menu; Bakery; Baked Goods; Local Ingredients,false,https://www.google.com/maps/dir/?api=1&destination=11254%20Rockfish%20Valley%20Highway%2C%20Afton%2C%20VA%2022920,false
273,Deep Sea Pete's Creekside Farm,deep-sea-petes-creekside-farm,Farms & Orchards,experience,Roseland,"Schedule a farm visit with Deep Sea Pete to see how log inoculation, shade houses, and raised beds turn oak bolts into fresh culinary mushrooms. Orders can be picked up right on Perry Lane, making it easy to take chef-ready harvests back to your Nelson County kitchen.","Deep Sea Pete's Creekside Farm offers log and garden bed grown cultivated culinary mushrooms. Our farm specializes in providing high-quality, fresh mushrooms that enhance any culinary experience.

Visit us to explore the unique flavors and varieties we have to offer, all grown with care and dedication to sustainable farming practices.",,https://ik.imagekit.io/OE/nelson-county/listings/deep-sea-pete-s-creekside-farm-image1_jdX269gOR,"Basket of mushrooms on wooden slats, stream in background.",,https://ik.imagekit.io/OE/nelson-county/listings/deep-sea-pete-s-creekside-farm-image2_L7RgwL-GO,Assorted mushrooms with herbs on woven basket and wooden surface.,,,,,,(757) 560-8996,"1219 Perry Lane, Lovingston, VA 22949",WG,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=1219%20Perry%20Lane%2C%20Lovingston%2C%20VA%2022949,,,,,,,,,,,,,,Farm; Local Ingredients,false,https://www.google.com/maps/dir/?api=1&destination=1219%20Perry%20Lane%2C%20Lovingston%2C%20VA%2022949,false
276,Gathered Threads,gathered,Farms & Orchards,experience,Roseland,"Gathered Threads is a six-acre family farm growing sustainably raised flowers and botanicals without pesticides, supplying markets and workshops in Nelson County. Gathered Threads is a small family farm-based business located on 6 acres in Nelson County, Virginia.",,,https://ik.imagekit.io/OE/nelson-county/listings/gathered-threads-image1_FeSRjOoNK,Vegetable garden with rows of greenery and two greenhouses in the background.,,,,,,,,,,"1127 Jennys Creek Road, Roseland, VA 22967",WG,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=1127%20Jennys%20Creek%20Road%2C%20Roseland%2C%20VA%2022967,,,,,,,,,,,,,,Market; Retail; Farm; Local Ingredients,false,https://www.google.com/maps/dir/?api=1&destination=1127%20Jennys%20Creek%20Road%2C%20Roseland%2C%20VA%2022967,false
283,Galleywinter Farm,galleywinter,Farms & Orchards,experience,Afton,"Nutrition, fitness, stress management, communication and relationship-building, body-wise approaches to alignment, sovereignty and empowerment; horse-wise sessions to become more aware of your persona. Galleywinter Farm in Afton hosts health retreats, equine therapy, horsemanship lessons, yoga, and creative residencies on a pastoral horse farm.","Galleywinter Farm is a sanctuary for healing, horsemanship, and creative processes. Nestled at the base of the Blue Ridge Mountains in Afton, Virginia, this working horse farm offers private and pastoral surroundings that are conducive to health and nutrition counseling, lessons in horsemanship, equine therapy, and nature therapy.

We are pleased to provide beautiful workspaces, healthy meals, and sleeping accommodations for your restorative stay, as well as for creative or educational retreats. Our offerings include individual health retreats and getaways, yoga classes, bodywork, hosting guest teachers and healers in the studio, farm stays and camping, writer's and artists' retreats and residencies, nature-based healing, a plant sanctuary, a Zen deck, and meditation with horses. Customized health retreats are available, with counseling to ground or enhance your visit. Ask about nutrition, fitness, stress management, communication and relationship-building, body-wise approaches to alignment, sovereignty, and empowerment, as well as horse-wise sessions to become more aware of your personal space, your influence within and around you, emotional states, and co-regulating.",,https://ik.imagekit.io/OE/nelson-county/listings/galleywinter-farm-image1_RGBNG08oV,"Farm sign on rustic wooden post, surrounded by pink flowers and greenery.",,https://ik.imagekit.io/OE/nelson-county/listings/galleywinter-farm-image2_r9qXWOU9ke,"Bathtub with rose petals in forest, surrounded by green trees.",,https://ik.imagekit.io/OE/nelson-county/listings/galleywinter-farm-image3_CyJ4_PP99,"Wooden room with bed, rocking chairs, table, and natural light through large windows.",,,,"Afton, VA 22920",WG,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,,,,,,,,,,,,,,Farm; Equestrian; Local Ingredients,false,https://www.google.com/maps/dir/?api=1&destination=Afton%2C%20VA%2022920,false
383,Queen Oaks Farm,queenoaksfarm,Farms & Orchards,experience,Schuyler,"Owned and operated by Lauren Shifflett and her husband, L&B Farms is a small homestead offering sourdough baked goods and handmade goat milk soaps. Lauren is Food Handler certified and operates a home bakery featuring a variety of sourdough items. The farm is home to three Nigerian Dwarf goats—Mikko, Poppy, and Ellie Mae—who provide fresh milk used for soap making and household use.","Thanks for visiting us here at L&B Farms! My name is Lauren Shifflett, and my husband and I manage our small farm in Schuyler, Virginia. I have always dreamed of running my own homestead, as I have a passion for animals and a desire to be self-sufficient. Over the last year, I have maintained my sourdough starters and baked a variety of different sourdough items that we love.

It turns out, a lot of other people love them too! I completed my Food Handler's Certification and began a small in-home bakery offering a diverse list of baked goods.",,https://ik.imagekit.io/OE/nelson-county/listings/queen-oaks-farm-image1_fuxgxACcR,"Pumpkin-shaped bread with a cinnamon stick stem, held in hand.",,,,,,,,,,"Schuyler, VA 22969",WG,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=Schuyler%2C%20VA%2022969,,,,,,,,,,,,,,Baked Goods; Bakery; Farm; Local Ingredients; Market,false,https://www.google.com/maps/dir/?api=1&destination=Schuyler%2C%20VA%2022969,false
384,Three Trees Farm,threetreesfarm,Farms & Orchards,experience,Nelson 29,"Our story is deeply rooted in our love for nature and sustainable farming practices. The county is conveniently located between Lynchburg and Charlottesville, so every year thousands of people pass through Nelson to rest.","Our story is deeply rooted in our love for nature and sustainable farming practices. We are dedicated to providing the freshest and highest quality produce and meats to our customers. Passionate about organic agriculture, we are committed to bringing the best of our farm to your table.

The Deli is open for breakfast and lunch, featuring specialties such as fried chicken, subs, and deli salads. Come experience the flavors of Three Trees Farm!",,https://ik.imagekit.io/OE/nelson-county/listings/three-trees-farm-image1_fJWvUI8kJ,Silhouette of three trees and mountains on orange circular background.,,https://ik.imagekit.io/OE/nelson-county/listings/three-trees-farm-image2_O2cJxikgn,People sorting vegetables on tables against red wooden barn.,,,,,,(571) 268-0478,"Walkers Mountain, Arrington, VA",WG,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=Walkers%20Mountain%2C%20Arrington%2C%20VA,,,,,,,,,,,,,,Organic; Scenic Views; Local Ingredients; Farm,false,https://www.google.com/maps/dir/?api=1&destination=Walkers%20Mountain%2C%20Arrington%2C%20VA,false
105,Fishing the Tye River,fishing-the-tye-river,Fishing,outdoor,Tyro,"Tye River fishery stocked with trout and home to smallmouth bass, offering roadside access along Route 56 and scenic Blue Ridge runs. Fishing the Tye River rewards anglers with smallmouth bass, bluegill, and stocked trout (October–May) along the 35-mile tributary fed by the Piney and Buffalo rivers—bring waders for fly fishing runs and check DWR trout schedules.","The Tye River is a 35.4-mile-long tributary of the James River in central Virginia, originating on the eastern slope of the Blue Ridge Mountains in Nelson County. It is fed by the Piney and Buffalo rivers and joins the James River near Norwood, VA. The Tye River is home to dozens of species of fish and other aquatic life, including largemouth bass, smallmouth bass, and bluegill. Brown, rainbow, and brook trout can be caught on a fly by the studious angler. The river is periodically stocked with catchable-sized trout by the Virginia Department of Wildlife Resources from October through May. A Virginia Fishing License is required, along with a trout license between October 1 and June 15.

Public access points to the Tye River include areas along Route 56 bridges and from the bridge on Cub Creek Rd. off Rt. 56; however, permission may be needed from private property owners for nearby parking. With headwaters beginning high in the Blue Ridge Mountains and the George Washington National Forest, the Tye River is one of the most beautiful whitewater streams in Virginia. It travels for about 34 miles through Nelson County, showcasing stunning mountain, valley, and pastoral views. The upper section can have strong whitewater for advanced paddlers, while the middle and lower sections feature moderate whitewater on a seasonal basis. The rapids are rated Class I to Class II+, with some approaching Class III to IV depending on water conditions.

Various sections of the river offer different canoeing experiences: an 8.5-mile distance is normally canoeable in winter for an average of 15-18 days per year, with a difficulty rating of 2-4 and hazards including a low-water bridge and Class 4 rapids on right turns. A 13.5-mile distance is also typically canoeable in winter and early spring for an average of 55-60 days per year, rated 1-2 in difficulty, with hazards such as barbed wire fences and a seven-foot dam just below the takeout. An 11.5-mile distance is canoeable in winter, spring, and early summer for an average of 100-115 days per year, with a difficulty rating of 1-3. Lastly, a 1.5-mile distance is normally canoeable only in winter after a prolonged wet period, averaging 5-6 days per year, with a difficulty of 3-4 and continuous strong rapids. Seek full information on this section before attempting.",,https://ik.imagekit.io/OE/nelson-county/listings/fishing-the-tye-river-image1_abPBDA5QU,"Person holding brown trout over water surface, visible scales and spots.",,,,,,,,,(434) 263-7015,"Route 56 River Access, Tyro, VA 22976",josh,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=Route%2056%20River%20Access%2C%20Tyro%2C%20VA%2022976,,,,,,,,,,,,,,Scenic Views; Water Sports; Fishing,false,https://www.google.com/maps/dir/?api=1&destination=Route%2056%20River%20Access%2C%20Tyro%2C%20VA%2022976,false
106,Fishing the James River,fishing-the-james-river,Fishing,outdoor,Wingina,"Fishing the James River means chasing smallmouth bass, flathead and channel catfish, and panfish from Botetourt County through Nelson's border, with both mountain and Piedmont stretches producing year-round action. Midway Concrete Ramp (In James River WMA off Rt.","From the confluence of the Jackson and Cowpasture Rivers in Botetourt County downstream to Richmond, the James River offers a wide range of angling opportunities and settings. Smallmouth bass are the dominant game species, but spotted and largemouth bass can also be caught. Smallmouth bass fishing can be good throughout the river. Both the mountain sections (upstream from Lynchburg) and the piedmont sections (between Lynchburg and Richmond) generally provide good fishing. Other species are also plentiful in the James River, including channel catfish, flathead catfish, and various sunfish species (redbreast, bluegill, and rock bass). Flathead catfish appear to be more numerous upstream from Lynchburg, while channel catfish are more common below Lynchburg. Muskies are also annually stocked in the James; though scarce, some very large fish can be caught, primarily upstream from Lynchburg.

Overall, the James River offers excellent fishing opportunities for various anglers. Canoeing is the best way to access the river, and small boats (such as john boats) can be used at most access points. Bank and wade fishing access is also available throughout the river. A one-acre pond provides a variety of sunfish for those, perhaps with young anglers, not interested in fishing the river. The ramp access makes the area an excellent “put in” or “take out” point for James River canoeists. For fishermen, several trout-stocked streams are nearby, west of the management area in Nelson County. A boat launching ramp provides year-round access to the James River. One of Virginia’s newest state parks, <a href=https://www.dcr.virginia.gov/state-parks/james-river target=_blank rel=noopener noreferrer>James River State Park</a>, has 1,500 acres with three ponds for fishing: Branch Pond, Green Hill Pond, and Taylor Pond, in addition to freshwater fishing on the James River. Where fishing is permitted, valid Virginia fishing licenses are required. Specific licenses are required for saltwater and trout-water fishing. Please call the park in advance for specifics.",,https://ik.imagekit.io/OE/nelson-county/listings/fishing-the-james-river-image1_acFgJjgeQ,Hand holding largemouth bass with lake and trees in background.,,,,,,,,,(434) 933-4355,"Midway Boat Ramp, 106 Midway Lane, Wingina, VA 24599",josh,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=Midway%20Boat%20Ramp%2C%20106%20Midway%20Lane%2C%20Wingina%2C%20VA%2024599,,,,,,,,,,,,,,Boating; Fishing; Water Sports,false,https://www.google.com/maps/dir/?api=1&destination=Midway%20Boat%20Ramp%2C%20106%20Midway%20Lane%2C%20Wingina%2C%20VA%2024599,false
107,Fishing the Little Piney River,fishing-the-little-piney-river,Fishing,outdoor,Lowesville,Midway Concrete Ramp (In James River WMA off Rt. Midway Concrete Ramp (In James River WMA off Rt.,"Little Piney River is a stream located at the junction of Rt. 666 and Woodson, in the southern part of Nelson County near Lowesville, VA. Fishermen will find a variety of fish here, including largemouth bass, smallmouth bass, and bluegill. Be sure to check with the <a href=https://www.dgif.virginia.gov/ target=_blank rel=noopener noreferrer>Department of Wildlife Resources</a> to ensure the stream is open to the public and that you have the necessary fishing license.

The Tye River, with its headwaters beginning high in the Blue Ridge Mountains and the George Washington National Forest, is one of the most beautiful whitewater streams in Virginia. It travels for about 34 miles through Nelson County, offering stunning mountain, valley, and pastoral views. The upper section can have strong whitewater for advanced paddlers, while the middle and lower sections feature moderate whitewater on a seasonal basis. The rapids are rated Class I to Class II+, with some rapids potentially approaching Class III to IV depending on water conditions.

The river offers various canoeable distances, including an 8.5-mile stretch, typically navigable in winter for an average of 15-18 days per year, with a difficulty rating of 2-4. Hazards include a low-water bridge and several Class 4 rapids on right turns. A 13.5-mile distance is also available, normally canoeable in winter and early spring for an average of 55-60 days per year, with a difficulty rating of 1-2. Hazards in this section include barbed wire fences across the stream and a seven-foot dam just below the takeout.

Another option is an 11.5-mile distance, typically canoeable in winter, spring, and early summer for an average of 100-115 days per year, with a difficulty rating of 1-3. The put-in is located at Rt. 29, below the seven-foot dam. Alternatively, permission can be sought to cross private property at the Rt. 739 bridge crossing for a shorter carry. Lastly, a 1.5-mile distance is usually canoeable only in winter, following a prolonged wet period, for an average of 5-6 days per year, with a difficulty rating of 3-4. Hazards include continuous strong rapids, with an impassable rapid upstream from the bridge put-in. Rocks and boulders abound, so seek full information on this section before attempting.

Information above excerpted from V<a href=https://www.amazon.com/Virginia-whitewater-paddlers-guide-rivers/dp/B0006RGOWA target=_blank rel=noopener noreferrer>irginia Whitewater – A Paddler’s Guide to the Rivers of Virginia</a> by H. Roger Corbett.",,https://ik.imagekit.io/OE/nelson-county/listings/fishing-the-little-piney-river-image1_r1x6cZxYB,Silhouette of person fishing against a sky backdrop with tall trees.,,,,,,,,,(434) 263-7015,"162 Woodson Road, Lowesville, VA 22967",josh,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=162%20Woodson%20Road%2C%20Lowesville%2C%20VA%2022967,,,,,,,,,,,,,,Scenic Views; Parking; Water Sports; Fishing,false,https://www.google.com/maps/dir/?api=1&destination=162%20Woodson%20Road%2C%20Lowesville%2C%20VA%2022967,false
108,Fishing the South Rockfish River,fishing-the-south-rockfish-river,Fishing,outdoor,Afton,"South Fork Rockfish River stocked trout waters with Route 6 put-in, Rt. 29 take-out, and fall-through-spring fishing windows.","The Rockfish River (South) is periodically stocked with catchable-sized trout by the Department of Wildlife Resources from October through May. Please refer to the <a href=https://www.dgif.virginia.gov/fishing/trout-stocking-schedule/ target=_blank rel=noopener noreferrer>TROUT STOCKING SCHEDULE</a> for their stocking plan. A Virginia Fishing License is required, along with a trout license between October 1 and June 15. Access points include a put-in by the bridge on Route 6 and a take-out at the Nelson County Wayside on Route 29.

With headwaters beginning high in the Blue Ridge Mountains and the George Washington National Forest, the Tye River is one of the most beautiful whitewater streams in Virginia. The river flows for about 34 miles through Nelson County, showcasing stunning mountain, valley, and pastoral views. The upper section features strong whitewater suitable for advanced paddlers, while the middle and lower sections offer moderate whitewater on a seasonal basis. The rapids are rated Class I to Class II+, with some rapids potentially reaching Class III to IV depending on water conditions.

The river offers various sections for paddling:

- An 8.5-mile distance, typically canoeable in winter, averages 15-18 days per year with a difficulty rating of 2-4. Hazards include a low-water bridge and several Class 4 rapids on right turns.

- A 13.5-mile distance, also canoeable in winter and early spring, averages 55-60 days per year with a difficulty rating of 1-2. Hazards include barbed wire fences across the stream and a seven-foot dam just below the takeout, which is located on the right bank, downstream of Route 29 and above the dam about 200 yards below the bridge (long uphill carry).

- An 11.5-mile distance, normally canoeable in winter, spring, and early summer, averages 100-115 days per year with a difficulty rating of 1-3. The put-in is at Route 29, below the seven-foot dam. Alternatively, permission can be obtained to cross private property at the Route 739 bridge crossing for a shorter carry.

- A 1.5-mile distance, typically canoeable only in winter following a prolonged wet period, averages 5-6 days per year with a difficulty rating of 3-4. Hazards include continuous, strong rapids, with an impassable rapid upstream from the bridge put-in. Rocks and boulders abound, so seek full information on this section before attempting.

Information above excerpted from V<a href=https://www.amazon.com/Virginia-whitewater-paddlers-guide-rivers/dp/B0006RGOWA target=_blank rel=noopener noreferrer>irginia Whitewater – A Paddler’s Guide to the Rivers of Virginia</a> by H. Roger Corbett.",,https://ik.imagekit.io/OE/nelson-county/listings/fishing-the-south-rockfish-river-image1_kGBkHHzo1,Hand holding fish in net with water and leaves.,,,,,,,,,(434) 263-7015,"Rockfish River Wayside, 6759 Rockfish Valley Highway, Afton, VA 22920",josh,2026-01-05,2026-01-12,https://www.google.com/maps/dir/?api=1&destination=Rockfish%20River%20Wayside%2C%206759%20Rockfish%20Valley%20Highway%2C%20Afton%2C%20VA%2022920,,,,,,,,,,,,,,Scenic Views; Water Sports; Fishing,false,https://www.google.com/maps/dir/?api=1&destination=Rockfish%20River%20Wayside%2C%206759%20Rockfish%20Valley%20Highway%2C%20Afton%2C%20VA%2022920,false
